,상호명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
18401,도너츠뮤직앤,음식,제과제빵떡케익,서울특별시,용산구,한남동,한남동,서울특별시 용산구 한남대로40길 25,127.003342738557,37.5430886375474
18439,그랜드하얏트서울정원,음식,부페,서울특별시,용산구,한남동,한남동,서울특별시 용산구 소월로 322,126.996224334453,37.5397575418438
18945,후암연어식당,음식,별식/퓨전요리,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 66-1,126.977003766021,37.5518467983349
19318,스시무라카미,음식,일식/수산물,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로45길 8,126.999145244544,37.5362592402251
19507,김밥천국,음식,분식,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 95-1,126.974844059489,37.5533598399655
19542,팻앨버트,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 50,126.992542107262,37.5350587612528
19600,이삭토스트,음식,한식,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 효창원로 240-1,126.963546709792,37.5486298491359
19729,솜씨,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로65가길 78,126.975210907284,37.5207722047327
19751,바다양푼이동태탕원효로점,음식,일식/수산물,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로90길 10,126.969440157476,37.5397791185599
19851,마띠유,음식,양식,서울특별시,용산구,한강로동,용산동5가,서울특별시 용산구 서빙고로 67,126.970392141507,37.5248570913299
19908,유다,음식,한식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로77길 19,126.974876251724,37.520426902219
19912,황토방영양탕,음식,닭/오리요리,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 원효로54길 16,126.96219714489,37.5349581686521
19965,먹는세상,음식,한식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 효창원로 160,126.962819750706,37.542289130194
20024,가마로강정,음식,닭/오리요리,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 6,126.974348075353,37.5201700231513
20040,스타벅스,음식,커피점/카페,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로 275,126.972238091589,37.5428580456495
20129,말리커피이태원점말리씨앤,음식,커피점/카페,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 172,126.992915892747,37.5341879336846
20160,옛촌칡냉면,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 서빙고로 36,126.968318937765,37.5242443077923
20175,찌갠,음식,한식,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 원효로41길 60,126.960721274967,37.5353146174328
20267,까페리옌,음식,커피점/카페,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 소월로 323,126.997016151454,37.5414672481937
20561,와인오디세이한남,음식,양식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 독서당로 80,127.009449129891,37.534003394922
20588,제스터스,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로 47,126.995470911753,37.5343448524858
20735,형제식당,음식,한식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로24길 22,127.000082062676,37.528806498288
20889,김뿌라동부,음식,일식/수산물,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 303,126.981141518495,37.5189042817897
20891,본죽,음식,별식/퓨전요리,서울특별시,용산구,청파동,청파동2가,서울특별시 용산구 청파로45길 36,126.968581268608,37.5446282487491
20912,7ate9,음식,유흥주점,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로7길 1,126.987165346412,37.5419147826547
21148,스타벅스,음식,커피점/카페,서울특별시,용산구,서빙고동,동빙고동,서울특별시 용산구 장문로 12,126.991786773232,37.5289702437631
21207,부산어묵,음식,분식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 두텁바위로 81-2,126.980841071823,37.5468071044222
21409,LaundryProject,음식,커피점/카페,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 78,126.986478094284,37.545035513662
21483,부영사철탕,음식,한식,서울특별시,용산구,서빙고동,동빙고동,서울특별시 용산구 장문로6길 79,126.995418382112,37.5264512245141
21697,횡성한우식당,음식,한식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 대사관로31길 7-8,127.005467042377,37.5339519050625
21866,방범포차,음식,유흥주점,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로13가길 29,126.991160213253,37.5410479343759
21883,커피빈,음식,커피점/카페,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 303,126.981141518495,37.5189042817897
22090,한스,음식,유흥주점,서울특별시,용산구,원효로1동,신계동,서울특별시 용산구 원효로 216,126.966506439049,37.5367169575998
22215,츄로씨,음식,양식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로47가길 7-4,126.966988603249,37.5444160964228
22335,면마루,음식,한식,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 소월로20길 22,126.985226480579,37.5455383596087
22363,김밥천국,음식,분식,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 20,127.000894598295,37.5264165851537
22425,모우모우,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로27가길 54-3,126.992044432869,37.5350455039328
22592,대포항,음식,한식,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 116-7,126.96024859678,37.5367611384397
23188,성수숯불갈비부페,음식,한식,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 40-2,126.977646705372,37.5495186638044
23303,케익갤러리,음식,제과제빵떡케익,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로 294,127.002467085615,37.5408646681631
23456,에이치비씨고깃집,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로19길 9-4,126.991659894017,37.5350332106062
23559,베이루트레스토랑,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로10길 15,126.996402030225,37.5332534911813
23605,유숙단부자낙지,음식,일식/수산물,서울특별시,용산구,남영동,동자동,서울특별시 용산구 후암로 95-1,126.974844059489,37.5533598399655
23624,대원식당,음식,한식,서울특별시,용산구,한강로동,용산동3가,서울특별시 용산구 한강대로62나길 16-1,126.974697181548,37.5343375137665
23627,천하통일,음식,일식/수산물,서울특별시,용산구,용문동,용문동,서울특별시 용산구 새창로 115,126.960696017368,37.5371345053753
23684,튀김집,음식,분식,서울특별시,용산구,서빙고동,용산동6가,서울특별시 용산구 이촌로 352,126.985155557139,37.5173710153795
23706,야고만두,음식,분식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 우사단로 42,126.995747870974,37.5339417366996
23932,미스라라coffeeshop,음식,커피점/카페,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로65가길 72,126.974938696062,37.5208239053414
24118,마루칼국수,음식,분식,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 두텁바위로1길 42,126.974478851404,37.5461483190493
24205,스타벅스,음식,커피점/카페,서울특별시,용산구,한강로동,용산동5가,서울특별시 용산구 서빙고로 67,126.970392141507,37.5248570913299
24277,프레그릿,음식,유흥주점,서울특별시,용산구,용산2가동,용산동2가,서울특별시 용산구 신흥로 9,126.986430716694,37.5393404983653
24351,왕감자탕,음식,한식,서울특별시,용산구,한강로동,용산동3가,서울특별시 용산구 한강대로62나길 10,126.974336511112,37.534235266686
24506,귀일교자냉면,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 24-1,126.989431039276,37.539213035283
24541,내가찜한닭,음식,한식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로45길 14-1,126.969794814837,37.5444316026893
24610,살롱프라이드,음식,한식,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로13길 10,126.989581899616,37.5397729749475
24775,가미,음식,한식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로14길 20,126.990571934006,37.5334831251484
24804,말리커피,음식,커피점/카페,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 172,126.992915892747,37.5341879336846
24815,박가부대,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 청파로 74,126.959600845599,37.5328899510721
24818,야래향,음식,중식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로65가길 66,126.974654679977,37.520911544754
24840,리버브,음식,한식,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 한강대로10길 11-4,126.964339671377,37.5240292701984
24875,우육미엔이태원점,음식,중식,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로55가길 26-8,126.999886660399,37.5375089671755
24878,이층집홍홍,음식,양식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로47가길 7,126.966941478928,37.5445508407332
24899,브래드쇼,음식,제과제빵떡케익,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로 214-1,126.997888854905,37.5345996681506
24971,호프가든서울,음식,유흥주점,서울특별시,용산구,한남동,한남동,서울특별시 용산구 이태원로54가길 13,127.001747310918,37.5371372604335
25075,올레국수,음식,분식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로65가길 66,126.974654679977,37.520911544754
25076,이사벨,음식,양식,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로 319,126.982308339534,37.5179502193451
25137,사튀로스,음식,커피점/카페,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로62길 9,126.969470835265,37.5202807456539
25370,한강치킨,음식,닭/오리요리,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌로75길 10-3,126.974333804269,37.5203861507494
25408,더카페,음식,커피점/카페,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 회나무로 36,126.990579860737,37.5396103112034
25594,제이알팝,음식,양식,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 보광로 127,126.993698091847,37.5340774655628
25678,페르마타카페용산점,음식,커피점/카페,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 청파로 56,126.957469318514,37.5323935990004
25695,팬트리107,음식,한식,서울특별시,용산구,청파동,청파동3가,서울특별시 용산구 청파로43가길 33,126.968232865953,37.5444540065812
25718,23번가김밥집,음식,분식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로 319-1,126.964715843487,37.5385574250494
